Relationship_Status_Married,Relationship_Status_Single,Hometown_Clinton,Hometown_Franklin,Hometown_Lebanon,Hometown_Springfield,Hometown_Washington,Unit_Accounting and Finance,Unit_Human Resource Management,Unit_IT,Unit_Logistics,Unit_Marketing,Unit_Operarions,Unit_Production,Unit_Purchasing,Unit_Quality,Unit_R&D,Unit_Sales,Unit_Security,Decision_skill_possess_Analytical,Decision_skill_possess_Behavioral,Decision_skill_possess_Conceptual,Decision_skill_possess_Directive,Compensation_and_Benefits_type0,Compensation_and_Benefits_type1,Compensation_and_Benefits_type2,Compensation_and_Benefits_type3,Compensation_and_Benefits_type4,Gender,Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR3,VAR5,VAR6,VAR7,Attrition_rate
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,39.675506523814576,4,1.0,1,39,2,1,5.0,1.0,2,-0.4537,2,6,3,0.2958
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,42.0,4,20.0,4,23,1,2,5.0,3.0,3,-0.4537,4,8,3,0.2376
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,60.0,4,21.0,3,28,1,2,9.0,3.0,3,-0.4537,3,6,3,0.1787
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,31.0,3,5.0,1,31,1,3,7.0,3.0,3,-0.4537,4,8,5,0.0558
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,32.0,3,6.0,4,60,2,2,8.0,1.0,3,-0.4537,2,8,2,0.0764
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,55.0,1,30.0,4,30,0,4,7.0,3.0,3,1.8688,5,8,3,0.2923
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,54.0,5,15.0,3,65,1,3,4.0,3.0,1,0.7075,3,8,2,0.0046
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,53.0,4,16.0,2,49,1,2,5.0,2.0,1,-0.4537,3,6,1,0.4029
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,39.675506523814576,3,5.0,1,57,0,3,5.0,1.0,3,-0.4537,4,9,3,0.2644
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,37.0,3,9.0,1,45,0,2,6.0,3.0,3,0.7075,3,8,3,0.049
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,57.0,2,20.0,2,43,1,1,8.0,3.0,2,-0.4537,2,8,4,0.9097
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,29.0,4,13.390656874745002,4,43,1,3,5.0,2.0,5,0.7075,2,5,3,0.1851
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,25.0,3,6.0,2,34,1,3,6.0,2.0,4,-0.4537,2,8,4,0.1611
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,39.675506523814576,2,5.0,3,70,0,5,5.0,3.0,3,-0.4537,2,9,4,0.1226
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27.0,4,5.0,1,27,2,4,5.0,3.0,3,0.7075,3,7,5,0.2893
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,65.0,3,41.0,1,23,0,3,3.0,3.0,4,-0.4537,1,9,4,0.1042
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,50.0,4,17.0,2,25,0,4,7.0,1.0,3,1.8688,2,8,5,0.1606
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,37.0,4,8.0,4,48,2,3,7.0,2.0,3,-0.4537,3,7,3,0.0911
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32.0,3,7.0,1,37,1,3,6.0,4.0,3,-0.4537,3,5,3,0.0972
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,41.0,4,13.0,3,71,1,4,8.0,2.0,3,0.7075,3,7,3,0.1783
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,23.0,3,4.0,4,51,0,1,6.0,2.0,3,0.7075,4,7,3,0.49
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,22.0,2,3.0,3,45,1,3,1.0,2.0,3,1.8688,4,8,3,0.1486
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,24.0,5,5.0,3,54,0,2,6.0,2.0,3,-0.4537,3,7,3,0.182
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,35.0,3,10.0,4,21,0,3,4.0,4.0,3,-0.4537,4,6,2,0.1611
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,46.0,2,23.0,3,40,1,3,4.0,4.0,3,-0.4537,3,8,4,0.1525
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,31.0,3,6.0,4,57,0,4,10.0,2.0,3,0.7075,2,8,3,0.0077
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,60.0,3,35.0,3,74,1,1,4.0,3.0,4,-0.4537,4,8,4,0.0108
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,27.0,4,3.0,1,35,1,2,5.0,2.0,3,-0.4537,3,7,4,0.0111
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,35.0,4,8.0,1,49,1,5,7.0,2.0,1,-1.615,2,9,3,0.2152
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,54.0,5,19.0,1,39,1,4,4.0,5.0,5,-0.4537,3,7,3,0.0919
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,54.0,3,27.0,3,20,1,3,6.0,3.0,3,-0.4537,2,8,3,0.0967
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,54.0,2,30.0,1,57,1,2,4.0,2.0,3,-0.4537,3,8,3,0.2885
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,24.0,2,5.0,4,73,0,3,8.0,3.0,4,-0.4537,2,8,3,0.24
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,38.0,3,11.0,2,62,1,1,8.0,2.0,3,-0.4537,3,8,2,0.2525
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,38.0,1,15.0,4,25,1,3,7.0,1.0,3,-0.4537,4,8,4,0.08
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30.0,5,8.0,2,30,2,4,5.0,1.0,4,-0.4537,3,6,4,0.1381
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,33.0,3,9.0,2,48,1,3,4.0,1.0,3,-0.4537,5,7,5,0.2186
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,25.0,3,6.0,2,71,0,2,6.0,2.0,4,0.7075,3,8,2,0.1485
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,60.0,3,24.0,1,22,1,1,4.0,2.0,3,-0.4537,1,5,3,0.0259
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,27.0,2,4.0,4,51,1,3,6.0,4.0,4,-0.4537,3,8,3,0.1001
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,41.0,4,14.0,3,25,1,3,8.0,4.0,2,0.7075,2,6,2,0.0269
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,46.0,2,23.0,4,51,1,3,4.0,3.0,3,-0.4537,3,5,3,0.0048
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,45.0,3,22.0,1,49,1,2,8.0,2.0,5,0.7075,4,8,3,0.1474
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,23.0,5,4.0,2,59,0,3,4.0,4.0,1,-0.4537,1,8,3,0.1692
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,44.0,3,17.0,2,45,2,3,5.0,1.0,3,0.7075,2,8,2,0.448
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,39.0,4,13.0,3,63,1,3,3.0,3.0,3,-0.4537,3,8,5,0.0902
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,43.0,3,8.0,2,31,2,5,7.0,3.0,3,1.8688,4,8,4,0.0401
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,52.0,2,25.0,1,53,1,1,4.0,2.0,3,0.7075,4,8,2,0.1232
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,20.0,5,1.0,1,65,1,2,4.0,4.0,3,1.8688,3,6,3,0.2408
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,28.0,5,5.0,1,21,1,5,1.0,3.0,3,0.7075,4,5,3,0.2178
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,48.0,5,13.0,4,46,1,3,4.0,1.0,3,1.8688,3,7,1,0.1997
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,28.0,2,6.0,4,66,0,2,9.0,2.0,4,-0.4537,4,8,3,0.094
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,65.0,1,41.0,4,33,1,4,8.0,3.0,3,0.7075,4,8,3,0.0541
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,31.0,3,3.0,1,27,1,2,6.0,1.0,5,1.8688,3,8,4,0.0097
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,41.0,1,14.0,4,29,1,1,8.0,3.0,3,-0.4537,2,6,4,0.1005
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39.675506523814576,3,17.0,4,32,0,4,7.0,3.0,5,-0.4537,4,5,4,0.1598
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,57.0,3,31.0,2,58,0,3,4.0,3.0,3,-1.615,3,6,3,0.2391
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,56.0,4,34.0,3,73,0,5,8.0,1.0,3,-0.4537,2,9,3,0.1858
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,39.0,4,16.0,3,57,1,3,5.0,3.0,3,-0.4537,2,7,3,0.2394
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,27.0,5,5.0,2,72,1,2,5.0,2.0,3,0.7075,2,8,3,0.1594
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,54.0,4,17.0,1,37,1,3,3.0,2.0,2,-0.4537,3,7,3,0.1975
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50.0,3,19.0,2,63,1,4,5.0,2.0,2,-1.615,2,5,2,0.0378
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,35.0,2,10.0,3,56,1,3,7.0,3.0,5,1.8688,3,8,4,0.1563
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,35.0,4,10.0,4,53,1,4,4.0,4.0,3,-0.4537,1,7,4,0.2779
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,45.0,4,23.0,2,73,0,1,8.0,2.0,2,-1.615,3,6,3,0.0874
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,34.0,4,12.0,2,26,2,3,10.0,2.0,2,-0.4537,2,5,5,0.0899
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,45.0,1,7.0,4,60,1,2,1.0,2.0,3,-0.4537,3,8,3,0.0972
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,21.0,4,2.0,2,38,0,3,8.0,3.0,3,-0.4537,3,8,5,0.047
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,39.675506523814576,4,25.0,1,64,1,2,5.0,4.0,2,0.7075,4,8,3,0.1436
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,21.0,4,2.0,2,35,1,2,8.0,1.0,4,-0.4537,3,7,1,0.1572
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,25.0,5,6.0,3,57,0,2,8.0,2.0,3,0.7075,3,9,3,0.7317
0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,40.0,3,16.0,3,56,0,4,8.0,3.0,4,-0.4537,3,9,3,0.2661
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,39.0,4,17.0,4,33,1,2,5.0,2.0,3,0.7075,3,8,3,0.1702
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,32.0,3,7.0,4,24,1,2,4.0,2.0,3,-0.4537,3,7,1,0.0865
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,60.0,3,37.0,2,46,0,3,8.0,1.0,3,0.7075,4,6,3,0.279
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,60.0,3,35.0,2,67,0,1,3.0,3.0,3,-0.4537,2,8,3,0.1996
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,32.0,3,13.390656874745002,3,71,0,5,1.0,3.0,2,1.8688,2,7,3,0.214
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,28.0,2,5.0,4,66,1,3,4.0,2.0,2,-0.4537,4,7,3,0.0655
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,45.0,4,20.0,1,39,1,5,7.0,3.0,3,-1.615,4,7,4,0.1207
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,26.0,4,2.0,1,38,1,3,8.0,1.0,3,0.7075,3,8,3,0.2599
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,65.0,3,35.0,3,26,1,2,3.0,2.0,2,1.8688,3,7,3,0.1181
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,20.0,1,1.0,1,54,1,3,7.0,1.0,3,-0.4537,3,8,4,0.336
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,60.0,2,37.0,3,31,2,3,8.0,3.0,4,-0.4537,3,8,3,0.4572
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,39.675506523814576,4,3.0,3,26,1,3,10.0,2.0,3,1.8688,3,7,4,0.19
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,28.0,3,6.0,3,31,1,3,2.0,3.0,2,-0.4537,3,6,5,0.0093
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,25.0,1,6.0,2,65,1,2,4.0,3.0,4,0.7075,2,8,3,0.0362
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,35.0,3,12.0,3,72,1,3,6.0,1.0,5,-0.4537,2,7,2,0.0985
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38.0,4,13.390656874745002,2,36,0,2,7.0,1.0,3,1.8688,4,8,2,0.1375
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,45.0,3,7.0,4,69,0,3,8.0,3.0,3,-0.4537,4,8,3,0.2243
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,38.0,4,9.0,3,42,1,1,7.0,3.0,3,-0.4537,3,8,5,0.2748
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,24.0,3,5.0,3,30,0,3,6.0,4.0,1,-1.615,4,9,3,0.1682
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,37.0,3,12.0,3,55,1,2,6.0,1.0,4,-0.4537,1,7,4,0.1811
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,45.0,4,21.0,2,46,1,3,7.0,3.0,3,0.7075,2,7,3,0.0469
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,31.0,3,7.0,2,60,1,3,9.0,1.0,3,-0.4537,4,9,3,0.06
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,30.0,4,8.0,4,39,0,3,3.0,1.0,3,0.7075,2,7,3,0.1126
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,26.0,2,2.0,2,21,0,3,5.0,1.0,4,-0.4537,2,8,3,0.5605
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,60.0,2,31.0,4,45,0,2,4.0,2.0,4,-0.4537,3,7,5,0.1376
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,45.0,4,21.0,3,47,1,1,5.0,1.0,3,0.7075,2,8,3,0.0982
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,39.0,5,17.0,4,28,1,3,4.0,1.0,3,0.7075,3,9,5,0.2127
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,38.0,4,16.0,3,24,1,3,7.0,2.0,3,0.7075,3,8,3,0.0998
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,65.0,2,43.0,4,57,1,3,7.0,1.0,4,-0.4537,2,5,5,0.1965
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,53.0,5,27.0,1,26,1,3,1.0,4.0,2,-1.615,4,5,5,0.0613
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,33.0,4,13.390656874745002,1,67,1,3,8.0,3.0,3,-0.4537,5,8,4,0.0882
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,21.0,4,2.0,2,44,1,5,6.0,2.0,3,-0.4537,4,9,2,0.1338
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,41.0,4,2.0,2,34,0,5,8.0,1.0,3,0.7075,2,8,4,0.1691
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25.0,3,6.0,3,58,0,5,8.0,4.0,5,0.7075,3,6,3,0.4251
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,54.0,4,28.0,3,39,1,1,6.0,3.0,3,0.7075,3,8,3,0.1011
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,43.0,3,7.0,3,53,0,1,4.0,3.0,5,0.7075,2,7,1,0.174
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,36.0,4,9.0,3,66,0,3,8.0,3.0,3,-0.4537,4,7,3,0.8995
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,32.0,1,9.0,1,59,0,4,6.0,2.0,1,0.7075,3,5,1,0.0192
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,26.0,4,4.0,4,31,1,2,3.0,1.0,2,1.8688,1,8,3,0.2655
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,43.0,3,20.0,3,61,0,2,2.0,2.0,2,-0.4537,2,7,3,0.1106
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,63.0,3,38.0,4,46,1,5,10.0,3.0,3,-1.615,4,9,3,0.2118
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,39.675506523814576,5,15.0,4,45,1,3,8.0,1.0,3,-1.615,3,5,4,0.1804
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,31.0,3,6.0,2,57,1,4,5.0,3.0,3,-0.4537,2,8,5,0.0756
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,50.0,4,14.0,4,37,1,4,7.0,2.0,4,-0.4537,3,7,3,0.0628
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,30.0,3,7.0,4,70,0,5,6.0,1.0,2,0.7075,2,8,5,0.1754
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,42.0,4,19.0,1,57,2,3,6.0,4.0,3,-0.4537,4,7,5,0.0199
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,27.0,3,5.0,1,47,0,5,7.0,4.0,2,-0.4537,3,7,3,0.1431
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,47.0,5,20.0,4,66,1,3,6.0,5.0,3,-0.4537,2,7,3,0.0722
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,45.0,5,13.390656874745002,4,29,1,1,6.0,3.0,2,-0.4537,3,7,3,0.2594
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,44.0,2,5.0,4,67,1,1,4.0,2.0,3,-0.4537,3,6,4,0.0736
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,51.0,3,23.0,1,52,1,4,5.0,1.0,5,-0.4537,4,8,2,0.1912
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,65.0,4,43.0,1,74,1,4,7.0,3.0,3,-0.4537,4,8,4,0.1355
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,59.0,3,25.0,3,65,1,4,6.0,3.0,5,0.7075,2,7,4,0.747
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,36.0,4,14.0,1,39,1,3,9.0,2.0,2,0.7075,3,7,3,0.1199
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,43.0,4,17.0,1,68,2,1,6.0,3.0,3,1.8688,1,8,3,0.0459
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,31.0,4,7.0,3,51,1,5,5.0,4.0,3,0.7075,3,9,3,0.0073
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,47.0,1,19.0,1,41,1,5,4.0,2.0,3,-0.4537,2,8,2,0.7528
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,22.0,3,3.0,3,54,1,1,5.0,1.0,3,-0.4537,3,8,4,0.0619
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,51.0,1,12.0,4,27,1,2,7.0,4.0,3,-0.4537,3,8,2,0.1426
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,40.0,3,13.0,4,68,1,2,6.0,3.0,3,1.8688,4,6,3,0.0035
